Frequency (Hz),OmegaGW
2.454883197905201e-8,-20.21113196
2.461799685459965e-8,-20.19554687
2.4687356598074842e-8,-20.1798699
2.4826662886469543e-8,-20.1482576
2.5107638139539856e-8,-20.08414896
2.5679164429656183e-8,-19.95407201
2.5751513949725407e-8,-19.93782827
2.582406731026883e-8,-19.92162757
2.596978785163012e-8,-19.88940932
2.626370039828065e-8,-19.82610688
2.633769681371164e-8,-19.81060498
2.6411901709646655e-8,-19.79526334
2.6560939294209508e-8,-19.76512263
2.6861542185307104e-8,-19.70743233
2.6937222984452647e-8,-19.69363294
2.701311700975326e-8,-19.68010933
2.716554714352045e-8,-19.65393604
2.7242084458573497e-8,-19.64130659
2.7318837412964388e-8,-19.62899596
2.747299267167504e-8,-19.60535941
2.7550396196236982e-8,-19.59404599
2.7628017800630497e-8,-19.58307605
2.7783917708351223e-8,-19.56217665
2.809836163281623e-8,-19.5245654
2.8184223040195913e-8,-19.515298
2.827034681807877e-8,-19.5064748
2.844338469475206e-8,-19.48994922
2.8530300404374106e-8,-19.48225422
2.8617481706177256e-8,-19.47492583
2.8792644335134e-8,-19.4613315
2.8880627292898695e-8,-19.4550409
2.8968879104081887e-8,-19.44907755
2.9146192575403464e-8,-19.43808299
2.9235255886175314e-8,-19.4330299
2.932459135164827e-8,-19.42825954
2.9504082075778903e-8,-19.41951948
2.9594239005338574e-8,-19.4155316
2.9684671431418585e-8,-19.41178563
2.9775380195865843e-8,-19.40827238
2.986636614309973e-8,-19.4049835
2.995763012011996e-8,-19.40191086
3.0049172976514455e-8,-19.39904693
3.0233098738766594e-8,-19.39391816
3.032548335681235e-8,-19.3916404
3.0418150278624874e-8,-19.38954676
3.051110036685205e-8,-19.38763224
3.0604334486778136e-8,-19.38589234
3.069785350633138e-8,-19.38432275
3.0791658296092165e-8,-19.38292008
3.0885749729301177e-8,-19.38168122
3.0980128681867476e-8,-19.38060322
3.10747960323767e-8,-19.37968397
3.116975266209921e-8,-19.37892113
3.1264999454998404e-8,-19.37831331
3.1360537297738526e-8,-19.37785848
3.145636707969357e-8,-19.37755649
3.1552489692955236e-8,-19.37740536
3.164890603234088e-8,-19.37740484
3.174561699540252e-8,-19.37755423
3.1842623482434787e-8,-19.37785355
3.193992639648334e-8,-19.3783016
3.2037526643353347e-8,-19.3788991
3.213542513161786e-8,-19.3796458
3.223362277262632e-8,-19.38054173
3.2332120480512996e-8,-19.38158693
3.243091917220566e-8,-19.38278156
3.253001976743361e-8,-19.38412574
3.262942318873696e-8,-19.38561963
3.272913036147487e-8,-19.38726334
3.2829142213833806e-8,-19.38905705
3.29294596768369e-8,-19.39100086
3.303008368435211e-8,-19.39309249
3.3131015173101085e-8,-19.3953379
3.333380435550749e-8,-19.40027435
3.343566393695513e-8,-19.40296653
3.353783477523447e-8,-19.40580796
3.3743114029679925e-8,-19.41193452
3.3846224356816496e-8,-19.41521891
3.3949649762743865e-8,-19.41864962
3.4157449665113306e-8,-19.42594523
3.425487371711092e-8,-19.42954753
3.435257564248611e-8,-19.43327276
3.454881628583703e-8,-19.44108982
3.4944667077168304e-8,-19.45815201
3.504433643468003e-8,-19.46270633
3.514429006964128e-8,-19.46737283
3.534505341749484e-8,-19.47703607
3.575002727388415e-8,-19.49762817
3.585199368385311e-8,-19.50302848
3.5954250922936065e-8,-19.50852554
3.615964120882764e-8,-19.5198013
3.657394838706322e-8,-19.54341781
3.74168581850773e-8,-19.59440597
3.752357873866516e-8,-19.60108739
3.76306036811598e-8,-19.60782982
3.784557020806387e-8,-19.62149083
3.827919429495875e-8,-19.64944848
3.916140442961073e-8,-19.70746506
4.098728945422709e-8,-19.82878549
4.110188809321571e-8,-19.83634665
4.121680714490395e-8,-19.84391561
4.1447610072322283e-8,-19.85907304
4.191310046559069e-8,-19.88944043
4.285982347284818e-8,-19.95020393
4.481790556497181e-8,-20.07075976
4.900652582732758e-8,-20.3030815
5.9492586777418495e-8,-20.75772434
7.129040998678107e-8,-21.13347268
8.673683927854569e-8,-21.50965133
1.0416825633343407e-7,-21.84654935
1.2465455480115846e-7,-22.17256274
1.5145552813816953e-7,-22.52650571
1.81644155975305e-7,-22.85669072
2.21188197968516e-7,-23.20780204
2.6837584570550114e-7,-23.54017534
3.2142838334792884e-7,-23.82103527
3.9086721313741226e-7,-24.10857076
4.6917361762140026e-7,-24.3628588
5.61149885788919e-7,-24.60485718
6.814412117892663e-7,-24.86340873
8.168404456454702e-7,-25.10275677
8.194266570708497e-7,-25.10692064
8.220210567410371e-7,-25.1110842
8.272345245976357e-7,-25.11941038
8.377608654595044e-7,-25.13605909
8.592170863195431e-7,-25.16934244
9.037921730725199e-7,-25.23585672
9.066536837342768e-7,-25.24001168
9.095242542700985e-7,-25.2441664
9.152926897931897e-7,-25.25247511
9.269395475519687e-7,-25.26908967
9.506797584834861e-7,-25.30230774
9.536897206693378e-7,-25.30645899
9.567092127439673e-7,-25.31061003
9.627769073460093e-7,-25.31891145
9.750279892330827e-7,-25.33551175
9.78115040736546e-7,-25.3396613
9.812118662024922e-7,-25.34381065
9.874349629017918e-7,-25.35210873
9.9056129632038e-7,-25.35625747
9.936975280725425e-7,-25.36040601
9.96843689497548e-7,-25.36455435
9.999998120338884e-7,-25.36870249
