Frequency (Hz),OmegaGW
2.0649493082635865e15,-7.82538663
2.0982022576105905e15,-7.823140969
2.1663232480224315e15,-7.818752225
2.3092719546168365e15,-7.810407987
2.3464593582146045e15,-7.808417283
2.384245609853453e15,-7.806466582
2.4616533867916305e15,-7.802689153
2.501294667598517e15,-7.800864489
2.5415743125034695e15,-7.799083954
2.624089979782464e15,-7.795659773
2.6663470612664945e15,-7.794018466
2.7092846304431365e15,-7.792425966
2.797245241325111e15,-7.789392487
2.8422907317633965e15,-7.787954152
2.88806161308942e15,-7.786569918
2.9818264618977105e15,-7.783969503
3.029844359432648e15,-7.782756307
3.0786355140679355e15,-7.781603182
3.12821237796358e15,-7.780511735
3.178587603803175e15,-7.779483619
3.229774048023039e15,-7.778520537
3.2817847740933515e15,-7.777624241
3.334633055852123e15,-7.776796534
3.388332380892862e15,-7.776039272
3.4428964540067875e15,-7.775354361
3.4983392006804765e15,-7.774743766
3.554674770649837e15,-7.774209506
3.611917541511311e15,-7.773753655
3.67008212239123e15,-7.773378349
3.729183357674262e15,-7.773085782
3.789236330791897e15,-7.77287821
3.8502563680719435e15,-7.772757954
3.9122590426500125e15,-7.772727398
3.9752601784439925e15,-7.772788993
4.0392758541925255e15,-7.772945262
4.10432240755852e15,-7.773229463
4.1704164392987385e15,-7.773704399
4.23757481750054e15,-7.774378722
4.305814681886837e15,-7.775260199
4.375153448190388e15,-7.776357071
4.4456088125985265e15,-7.777678097
4.517198756269465e15,-7.779232602
4.589941549921329e15,-7.781030527
4.663855758495092e15,-7.78308249
4.738960245892598e15,-7.78539985
4.81527417979088e15,-7.787994784
4.892817036534017e15,-7.790880368
4.97160860610375e15,-7.79407067
5.046289646616922e15,-7.797336482
5.122092508708181e15,-7.800894222
5.19903404382529e15,-7.80475821
5.277131356550144e15,-7.808943906
5.356401808401119e15,-7.813468036
5.436863021692712e15,-7.818348737
5.601429549400779e15,-7.829260487
5.685571447980023e15,-7.835336499
5.770977284458348e15,-7.841859491
5.857666045084457e15,-7.84885774
5.945657001309112e15,-7.856362422
6.034969714069175e15,-7.864408032
6.125624038136206e15,-7.873032865
6.311038435000538e15,-7.892196019
6.405839726571603e15,-7.902835806
6.502065076160395e15,-7.914259613
6.599735875260682e15,-7.926536292
6.698873836698696e15,-7.939744452
6.799500999459892e15,-7.953974387
6.901639733588437e15,-7.96933051
7.110543081330876e15,-8.003929072
7.217354135458423e15,-8.023483671
7.325769652304688e15,-8.044800959
7.435813733313449e15,-8.068126432
7.547510841968478e15,-8.093761321
7.660885809231772e15,-8.122080818
7.775963839063729e15,-8.153560424
7.892770514026259e15,-8.188815199
8.011331800969784e15,-8.228660284
8.131674056805883e15,-8.274236975
8.253824034366598e15,-8.327145554
8.377808888351755e15,-8.387409381
8.503656181365684e15,-8.454260694
8.631393890044376e15,-8.526637782
8.761050411274981e15,-8.603349415
9.026235618168418e15,-8.765286502
9.161823256152284e15,-8.848717196
9.299447624435662e15,-8.932989407
9.580929390492794e15,-9.103122398
9.724849363414058e15,-9.189077777
9.870931230840624e15,-9.276043621
1.0169711036663064e16,-9.45562787
1.0322475395668288e16,-9.550299965
1.0477534505163288e16,-9.650334545
1.0634922835752626e16,-9.758254951
1.0794675375841278e16,-9.878017842
1.0956827639412548e16,-10.0163999
1.112141567392319e16,-10.18665215
1.1288476068317148e16,-10.42110525
1.1458045961159266e16,-10.84771122
1.1569629943007302e16,-12.45232607
